SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Modeling/Simulation System Engineer,Bachelors,4,Hour,$63.62 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Functional Analyst,Bachelors,4,Hour,$64.87 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Configuration Control Management Specialist,Bachelors,4,Hour,$66.02 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Engineering Analyst/Rate 1F,Bachelors,5,Hour,$68.61 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,PEO/DPEO Admin Support Task Lead,Bachelors,7,Hour,$70.50 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Trainer,Bachelors,4,Hour,$73.54 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Program Analyst,Bachelors,4,Hour,$76.85 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Information Systems Security Specialist Associate,Bachelors,5,Hour,$79.00 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Sr Technical Document Specialist/Functional Analyst,Bachelors,5,Hour,$79.08 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Technical Writer/Editor,Bachelors,5,Hour,$80.63 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Systems Administrator III,Bachelors,5,Hour,$84.87 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Trainer II,Bachelors,6,Hour,$89.22 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,"Computer Specialist, Rate 1A",Bachelors,6,Hour,$89.90 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Information Systems Security Specialist Lead,Bachelors,6,Hour,$92.52 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Sharpoint Developer,Bachelors,6,Hour,$94.06 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Engineering Analyst/Rate 1B,Bachelors,7,Hour,$97.73 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,IT Consultant,Bachelors,7,Hour,$97.90 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Program Analyst,Bachelors,7,Hour,$98.04 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Business Analyst V,Bachelors,7,Hour,$99.86 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Network Administrator - Senior,Bachelors,8,Hour,$100.20 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,ERP Business Analyst - Senior,Bachelors,7,Hour,$100.28 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Project Manager,Bachelors,7,Hour,$100.61 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Application System Analyst - ITIL Certification,Bachelors,6,Hour,$101.08 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Systems Engineer Lead,Bachelors,8,Hour,$101.54 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,"Executive Scientist, Rate 1B",Bachelors,8,Hour,$104.25 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Sr Program Analyst,Bachelors,9,Hour,$104.87 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Configuration Manager - Senior,Bachelors,8,Hour,$107.93 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Developmental Test Engineer,Bachelors,10,Hour,$109.51 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Systems Engineer II,Bachelors,10,Hour,$110.64 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Systems Administrator,Bachelors,9,Hour,$113.52 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Consultant,Bachelors,10,Hour,$114.48 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Information Assurance,Bachelors,8,Hour,$115.87 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Sr. Info Tech Expert,Bachelors,10,Hour,$117.49 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,IA Test Engineer,Bachelors,10,Hour,$120.62 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,IAM - Journeyman,Bachelors,10,Hour,$125.88 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Enterprise Architect/Integrator - Mid,Bachelors,11,Hour,$126.01 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Network Systems Engineer Lead,Bachelors,12,Hour,$126.01 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Project Manager – Senior,Bachelors,10,Hour,$129.94 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Senior Systems Engineer,Bachelors,12,Hour,$130.49 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Program Manager,Bachelors,10,Hour,$131.06 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,"Executive Scientist, Rate 1A",Bachelors,11,Hour,$135.54 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Operations Planning Analyst I,Bachelors,10,Hour,$135.75 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Sr IT Consultant,Bachelors,12,Hour,$143.76 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Program Manager III,Bachelors,12,Hour,$146.65 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Senior Test Engineer,Bachelors,12,Hour,$152.84 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Enterprise Architect/Integrator - Senior,Bachelors,10,Hour,$154.90 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Senior Engineer I,Bachelors,13,Hour,$159.60 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,"Computer Specialist, Rate 1B",Bachelors,14,Hour,$164.63 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Principal Systems/Software Engineer,Bachelors,14,Hour,$164.83 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Senior Engineer II,Bachelors,15,Hour,$178.94 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Senior Engineer III,Bachelors,18,Hour,$227.30 ,GS-35F-419CA,IPKEYS TECHNOLOGIES LLC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Documentation / Content Manager,Bachelors,6,Hour,$79.80 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/11/15,7/12/20
132-51,Program Manager,MA/MS,10,Hour,$119.23 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Senior Information Security Engineer,MA/MS,10,Hour,$103.60 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Senior Information Assurance Engineer,MA/MS,8,Hour,$109.46 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Information Assurance Engineer,Bachelors,4,Hour,$86.01 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Network Engineer,Bachelors,6,Hour,$113.37 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Information Systems Architect,MA/MS,12,Hour,$127.05 ,GS-35F-417CA,"AGILE TECHNOLOGY CONCEPTS, LLC",S,IT Schedule 70,Customer,1,7/11/15,7/12/20
132-51,Technical Writer,Bachelors,2,Hour,$54.86 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/12/15,7/13/20
132-51,Quality Records / Content Coordinator,Bachelors,2,Hour,$54.86 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/13/15,7/14/20
132-51,Training Manager,Bachelors,4,Hour,$64.84 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/14/15,7/15/20
132-51,Project Manager,Bachelor’s Degree in a related field,2,Hour,$92.70 ,GS-35F-427CA,EDGE 360 LLC,s,IT Schedule 70,Customer,1,7/15/15,7/16/20
132-51,Program Manager,Bachelor’s Degree in a related field,5,Hour,$139.04 ,GS-35F-427CA,EDGE 360 LLC,s,IT Schedule 70,Customer,1,7/15/15,7/16/20
132-51,Field Technician/Engineer Level 1,Degree in computers or information technology preferred,1,Hour,$69.52 ,GS-35F-427CA,EDGE 360 LLC,s,IT Schedule 70,Customer,1,7/15/15,7/16/20
132-51,Field Technician/Engineer Level 2,Degree in computers or information technology preferred,5,Hour,$115.87 ,GS-35F-427CA,EDGE 360 LLC,s,IT Schedule 70,Customer,1,7/15/15,7/16/20
132-51,Graphic Designer,Bachelors,4,Hour,$64.84 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/15/15,7/16/20
132-51,Administrative Support,Associates,2,Hour,$44.89 ,GS-35F-406CA,KRAYBILL AND ASSOCIATES INC,s,IT Schedule 70,customer,1,7/16/15,7/17/20
132-51,Business Analyst,Bachelor's Degree,2 Years,Hour,$87.05 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Project Manager,Bachelor's Degree,5 Years,Hour,$116.07 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Quality Analyst,Bachelor's Degree,2 Years,Hour,$72.54 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Programmer Analyst,Bachelor's Degree,2 Years,Hour,$71.58 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Java Developer,Bachelor's Degree,2 Years,Hour,$89.95 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Database Administrator,Bachelor's Degree,2 Years,Hour,$89.95 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Database developers/Support,Bachelor's Degree,2 Years,Hour,$82.22 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,SAP/Peoplesoft/Oracle Apps-ERP Functional,Bachelor's Degree,2 Years,Hour,$164.43 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,SAP/Peoplesoft/Oracle Apps-ERP Technical,Bachelor's Degree,2 Years,Hour,$82.22 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,SAP SRM,Bachelor's Degree,2 Years,Hour,$120.91 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,QA Project Manager,Bachelor's Degree,5 Years,Hour,$77.38 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Dot Net Developer,Bachelor's Degree,2 Years,Hour,$82.22 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,SAN Storage Area Networker,Bachelor's Degree,2 Years,Hour,$96.73 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,"ETL, Data Modelling, Informatica, BO Developer",Bachelor's Degree,2 Years,Hour,$87.05 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Oracle Apps Developer,Bachelor's Degree,2 Years,Hour,$84.15 ,GS-35F-430CA,"AMICUS SYSTEMS, INC",S,IT Schedule 70,Customer,1,7/19/15,7/20/20
132-51,Administrative Assistant I**,Bachelors,Two (2) years,Hour,$41.01 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Configuration Management Specialist I,Bachelors,Two (2) years,Hour,$74.87 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Configuration Management Specialist II,Bachelors,Five (5) years,Hour,$84.54 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Configuration Management Specialist III,Bachelors,Eight (8) years,Hour,$94.21 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Data Analyst I,Bachelors,Five (5) years,Hour,$61.90 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Integration and Test Engineer II,Bachelors,Five (5) years,Hour,$82.69 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Quality Assurance Analyst I,Bachelors,Three (3) years,Hour,$74.87 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Quality Assurance Analyst II,Bachelors,Five (5) years,Hour,$84.54 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Quality Assurance Analyst III,Bachelors,Eight (8) years,Hour,$94.21 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Business Analyst I,Bachelors,Two (2) years,Hour,$74.87 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Business Analyst II,Bachelors,Five (5) years,Hour,$84.54 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Business Analyst III,Bachelors,Eight (8) years,Hour,$94.21 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,SharePoint Support Developer II,Bachelors,Five (5) years,Hour,$73.64 ,GS-35F-433CA,Align Technology Solutions LLC,S,IT Schedule 70,Customer,1,7/14/15,7/20/20
132-51,Program Manager,Bachelor's,12,Hour,$90.84 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Project Manager,Bachelor's,12,Hour,$108.61 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Sr. ERP Analyst/ Designer,Bachelor's,12,Hour,$118.49 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Sr. ERP Product Specialist,Bachelor's,12,Hour,$138.24 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Senior Functional Specialist,Bachelor's,12,Hour,$118.49 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Subject Matter Expert - Level 1,Bachelor's,12,Hour,$230.81 ,GS-35F-434CA,"'APPS' CONSULTANTS INC., THE",S,IT Schedule 70,Customer,1,7/22/15,7/21/20
132-51,Computer Scientist Intermediate I,Bachelors,3,Hour,$60.04 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Computer Scientist/Systems Analyst Intermediate II,Bachelors,5,Hour,$80.98 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Computer Scientist Senior I,Bachelors,8,Hour,$80.50 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Computer Scientist Senior II,Bachelors,15,Hour,$99.25 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Computer Scientist/System Analyst Senior II,Bachelors,15,Hour,$116.66 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Engineer Intermediate II,Bachelors,5,Hour,$71.30 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Engineer Senior II,Bachelors,15,Hour,$114.39 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Entry Level Hardware Engineer,Bachelors,1,Hour,$54.13 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Entry Level Software Engineer,Bachelors,1,Hour,$60.89 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Entry Level Test Engineer,Bachelors,1,Hour,$54.13 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Human Factors Analyst Intermediate I,Bachelors,3,Hour,$59.38 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Human Factors Analyst Intermediate II,Bachelors,5,Hour,$71.51 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Human Factors Analyst Senior II,Bachelors,15,Hour,$124.80 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Mid Level Hardware Engineering,Bachelors,2,Hour,$65.72 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Mid Level System Engineer,Bachelors,2,Hour,$77.31 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Mid Level Test Engineering,Bachelors,2,Hour,$65.72 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Program Manager,Bachelors,15,Hour,$128.85 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Senior Software Engineer,Bachelors,5,Hour,$102.21 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Senior System Engineer,Bachelors,5,Hour,$121.28 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Senior Test Engineering,Bachelors,5,Hour,$121.28 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Support Staff,High School,2,Hour,$54.13 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Task lead,Bachelors,6,Hour,$123.85 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Technical Writer Senior I,Bachelors,8,Hour,$57.47 ,GS-35F-436CA,"SPECTRUM SOFTWARE TECHNOLOGY, INC.",S,IT Schedule 70,Customer,1,7/31/15,7/30/20
132-51,Business Analyst,Bachelors,2,Hour,$49.82 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Project Analyst,Bachelors,6,Hour,$94.91 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Senior Systems Analyst,Bachelors,5,Hour,$104.62 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Data Analyst,Bachelors,3,Hour,$105.61 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Program Manager,Bachelors,5,Hour,$114.57 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Senior Consultant,Bachelors,5,Hour,$130.52 ,GS-35F-440CA,INTELLIGENT CONSULTING LLC,S,IT Schedule 70,Customer,1,7/30/15,7/31/20
132-51,Assistant Program Integration Manager,Bachelor's Degree or experience,3,Hour,$201.51 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Database Manager,Bachelor's Degree,8,Hour,$120.91 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Graphic Designer I,High School Diploma,3,Hour,$72.54 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Graphic Designer II,Bachelor's Degree,3,Hour,$72.54 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Helpdesk Manager/Specialist,Bachelor's Degree,6,Hour,$96.73 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Information Engineer,Bachelor's Degree,8,Hour,$137.03 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Junior Information Engineer,Bachelor's Degree,0,Hour,$104.79 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Junior Systems Analyst,Bachelor's Degree,0,Hour,$96.73 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Project Manager,Bachelor's Degree,8,Hour,$137.03 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Quality Assurance Manager,Bachelor's Degree,8,Hour,$112.85 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Senior Information Engineer,Bachelor's Degree,8,Hour,$145.09 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Senior Systems Analyst,Bachelor's Degree,10,Hour,$120.91 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Sr. Business Process Reengineering Specialist,Bachelor's Degree,10,Hour,$137.03 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Systems Administrator,Bachelor's Degree,3,Hour,$88.66 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Systems Analyst,Bachelor's Degree,6,Hour,$96.73 ,GS-35F-453CA,BUSINESSFORMAT INC.,s,IT Schedule 70,customer,1,8/5/15,8/6/20
132-51,Oracle Database Administrator,Bachelors,5,Hour,$149.18 ,GS-35F-452CA,"CENTURY COMPUTERS, INC.",S,IT Schedule 70,Customer,2,8/7/15,8/6/20
